customer_id,age,gender,tenure_months,city_tier,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract_type,paperless_billing,payment_method,total_day_calls,total_eve_calls,total_night_calls,total_day_minutes,total_eve_minutes,total_night_minutes,total_day_charge,total_eve_charge,total_night_charge,total_monthly_charge,customer_service_calls,international_plan,international_calls,voicemail_plan,voicemail_messages,total_data_usage_gb,churned
CUST07737,28,Female,18,Tier-1,No,No,No,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,92,127,193,205.88,150.27,192.5,42.45,35.25,16.97,53.03,7,No,0,No,0,45.88,Yes
CUST07738,19,Male,54,Tier-2,Yes,No,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer,161,126,25,79.96,126.59,249.29,10.53,27.34,15.14,58.25,2,No,0,Yes,42,81.94,No
CUST07739,41,Female,66,Tier-1,No,No,No,No,No internet service,Yes,No,No internet service,One year,Yes,Mailed check,153,144,154,74.84,284.65,227.79,36.31,30.88,16.71,79.19,5,No,0,Yes,23,37.27,Yes
CUST07740,71,Female,46,Tier-2,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No,One year,No,Mailed check,30,126,142,143.06,205.45,137.23,22.75,20.64,19.11,57.19,6,No,0,No,0,49.48,No
CUST07741,23,Male,41,Tier-1,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,36,134,11,129.29,213.47,191.97,60.42,34.38,5.3,44.41,6,Yes,6,No,0,29.69,No
CUST07742,75,Female,47,Tier-3,No phone service,No,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,151,115,17,84.93,243.0,287.99,47.04,29.64,15.08,42.89,9,No,0,No,0,37.27,No
CUST07743,67,Male,36,Tier-1,No,Fiber optic,No,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Mailed check,0,8,161,73.5,89.2,189.95,13.64,40.03,19.26,58.72,0,No,0,No,0,42.14,No
CUST07744,61,Female,17,Tier-1,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,118,92,147,211.78,156.06,265.07,36.13,30.74,20.9,78.84,0,No,0,No,0,14.0,Yes
CUST07745,77,Female,39,Tier-2,No,DSL,No internet service,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,59,150,100,61.55,178.59,209.83,42.22,18.07,17.9,76.0,5,Yes,3,Yes,16,50.87,No
CUST07746,66,Male,71,Tier-3,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer,46,57,159,195.29,219.84,290.97,34.92,36.84,9.45,63.84,3,No,0,No,0,46.69,No
CUST07747,52,Female,4,Tier-3,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,119,190,127,145.21,208.89,146.5,10.7,17.57,14.51,54.81,4,No,0,No,0,26.47,Yes
CUST07748,26,Male,6,Tier-3,No,No,Yes,No,No internet service,Yes,No internet service,No,One year,No,Credit card,131,51,137,93.52,135.05,184.37,38.05,44.42,6.48,88.19,7,No,0,No,0,33.74,Yes
CUST07749,74,Female,12,Tier-2,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,76,93,194,148.21,136.61,206.52,26.61,19.3,23.85,69.73,2,No,0,Yes,35,42.64,Yes
CUST07750,62,Male,24,Tier-1,No,No,No internet service,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,155,180,153,172.96,252.32,77.48,25.12,6.35,9.02,53.43,8,No,0,Yes,11,45.97,Yes
CUST07751,77,Male,50,Tier-1,No phone service,No,Yes,No internet service,No,No,Yes,Yes,One year,Yes,Credit card,178,58,59,121.26,266.18,282.6,46.19,33.33,8.99,84.5,4,No,0,No,0,51.48,No
CUST07752,20,Male,41,Tier-2,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,No,Mailed check,2,147,7,142.58,225.63,234.31,28.64,21.21,15.19,91.16,5,No,0,Yes,4,22.19,Yes
CUST07753,48,Male,19,Tier-3,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,One year,No,Bank transfer,32,36,120,114.26,265.19,106.79,24.2,22.87,21.43,56.41,2,No,0,No,0,22.29,No
CUST07754,49,Female,61,Tier-3,Yes,No,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,120,44,195,166.32,99.89,199.22,33.54,22.29,11.87,61.16,4,No,0,No,0,54.1,Yes
CUST07755,48,Male,58,Tier-1,No,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,One year,No,Mailed check,16,36,18,188.34,215.99,247.17,37.61,44.92,19.35,75.18,1,No,0,No,0,19.58,Yes
CUST07756,57,Female,69,Tier-2,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card,87,8,49,121.64,151.4,251.22,10.54,7.28,8.81,81.81,7,No,0,Yes,47,41.87,Yes
CUST07757,38,Male,19,Tier-1,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card,169,47,162,178.99,157.62,134.95,10.97,24.4,21.88,68.99,9,No,0,No,0,38.14,Yes
CUST07758,57,Female,33,Tier-2,No,No,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card,195,144,60,160.13,195.41,209.06,31.12,23.5,12.14,37.21,5,No,0,No,0,57.34,No
CUST07759,65,Male,17,Tier-2,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,192,79,157,81.04,282.11,150.9,18.86,22.22,12.73,40.94,0,No,0,No,0,65.5,Yes
CUST07760,35,Male,25,Tier-3,No,No,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Credit card,125,141,89,114.12,127.32,146.32,22.18,33.51,7.94,71.55,9,No,0,No,0,57.42,Yes
CUST07761,26,Female,42,Tier-2,Yes,No,Yes,No internet service,No internet service,No internet service,No,No,Two year,No,Credit card,31,191,8,82.48,209.16,147.48,34.85,20.5,15.81,61.38,0,No,0,Yes,49,63.4,No
CUST07762,53,Female,54,Tier-2,No,No,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,19,183,49,159.74,223.51,264.89,26.63,21.37,19.51,58.55,2,No,0,Yes,24,94.35,No
CUST07763,19,Female,31,Tier-2,No,No,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,116,92,189,167.31,263.39,160.2,28.47,14.55,16.19,73.46,4,No,0,Yes,15,51.64,No
CUST07764,58,Female,60,Tier-1,Yes,No,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,Yes,Credit card,24,176,36,144.35,193.23,188.59,40.31,39.38,14.21,85.59,0,No,0,Yes,24,66.27,No
CUST07765,42,Male,44,Tier-1,No,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,81,134,98,127.12,170.84,282.51,23.41,42.04,1.42,65.68,3,Yes,18,No,0,62.95,No
CUST07766,66,Male,45,Tier-1,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No,Two year,Yes,Credit card,52,28,129,169.03,216.32,165.72,28.54,25.49,8.39,56.83,0,No,0,Yes,30,46.66,No
CUST07767,48,Male,34,Tier-1,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,122,16,31,141.32,212.6,228.46,45.88,27.79,26.49,47.75,9,No,0,No,0,29.63,Yes
CUST07768,49,Male,8,Tier-1,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,No,Electronic check,27,179,96,128.99,225.23,195.76,26.51,21.7,26.75,78.71,1,No,0,No,0,30.44,Yes
CUST07769,47,Female,30,Tier-1,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,21,111,146,126.12,210.51,204.64,17.25,43.96,12.55,83.08,0,No,0,No,0,6.23,Yes
CUST07770,19,Female,19,Tier-1,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer,162,90,138,121.77,194.06,227.37,17.71,29.83,19.2,53.58,7,No,0,No,0,40.48,Yes
CUST07771,32,Male,14,Tier-2,No,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,157,181,74,67.95,141.53,220.73,16.34,37.41,14.57,85.31,6,Yes,18,No,0,56.92,Yes
CUST07772,29,Female,40,Tier-2,No,DSL,No internet service,No,No,No internet service,Yes,No internet service,Two year,Yes,Bank transfer,24,10,154,252.67,200.12,230.77,36.06,34.58,13.62,91.84,9,No,0,No,0,40.17,Yes
CUST07773,56,Female,13,Tier-2,No,DSL,No internet service,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,126,176,161,78.85,158.13,150.45,41.11,47.46,14.44,78.78,6,No,0,No,0,55.49,Yes
CUST07774,32,Female,8,Tier-3,No,No,No internet service,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Credit card,114,35,96,119.91,252.92,154.23,28.35,20.77,16.8,59.56,3,No,0,No,0,43.92,No
CUST07775,63,Female,66,Tier-2,No,DSL,No,No,Yes,No,No,No internet service,One year,No,Credit card,82,158,54,141.56,226.45,261.59,42.02,40.24,14.72,95.41,7,Yes,1,No,0,69.26,No
CUST07776,42,Male,64,Tier-3,No,No,No internet service,No internet service,No,Yes,No,Yes,One year,No,Credit card,97,106,35,109.16,282.11,106.53,52.16,26.38,18.76,32.28,6,No,0,Yes,25,55.63,Yes
CUST07777,76,Female,60,Tier-2,No,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,118,132,117,174.0,227.63,236.51,24.43,21.38,9.21,82.72,7,No,0,No,0,39.31,Yes
CUST07778,45,Male,43,Tier-2,Yes,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Mailed check,176,75,122,108.64,118.76,217.76,26.49,22.79,13.97,72.67,9,No,0,Yes,1,22.15,Yes
CUST07779,65,Female,5,Tier-2,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,160,46,39,179.1,146.92,171.67,40.8,25.13,18.65,91.57,4,Yes,6,Yes,36,70.21,Yes
CUST07780,27,Male,47,Tier-3,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,150,195,90,92.5,129.18,271.09,30.79,19.81,8.34,59.29,9,No,0,No,0,39.37,Yes
CUST07781,62,Male,29,Tier-1,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,171,118,149,167.09,194.62,152.7,27.62,23.55,6.26,60.33,7,No,0,Yes,18,48.05,Yes
CUST07782,38,Female,43,Tier-2,No,DSL,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Credit card,115,48,173,131.87,222.83,207.55,29.81,39.87,24.03,84.07,9,No,0,No,0,27.5,Yes
CUST07783,50,Male,56,Tier-3,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,91,44,118,86.33,272.61,270.75,27.5,43.62,13.93,67.11,0,No,0,No,0,23.03,No
CUST07784,76,Female,70,Tier-1,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,20,108,169,149.3,176.76,225.73,31.44,44.15,21.56,51.51,3,No,0,No,0,44.82,Yes
CUST07785,76,Male,32,Tier-1,Yes,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Mailed check,199,127,197,99.0,130.09,159.88,28.53,40.6,16.39,96.87,7,No,0,No,0,44.08,No
CUST07786,19,Female,55,Tier-2,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,One year,Yes,Electronic check,71,92,44,208.94,201.84,196.11,44.02,40.32,17.06,57.07,0,Yes,3,No,0,56.8,No
CUST07787,55,Female,63,Tier-1,Yes,No,No,Yes,No internet service,No internet service,No,No,One year,Yes,Mailed check,31,171,167,110.64,165.65,234.94,31.89,28.1,16.9,64.49,1,No,0,Yes,31,31.92,No
CUST07788,30,Male,62,Tier-2,No,DSL,No,No,No internet service,No,No internet service,No,Two year,Yes,Electronic check,144,192,84,63.61,269.77,132.87,21.27,22.51,12.71,65.91,7,No,0,Yes,6,11.74,Yes
CUST07789,33,Female,24,Tier-1,No,DSL,Yes,No,Yes,No internet service,No,No internet service,One year,No,Mailed check,47,138,19,160.97,172.21,199.07,31.93,30.48,20.37,70.17,5,No,0,No,0,50.88,Yes
CUST07790,63,Male,37,Tier-3,No,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,150,15,13,97.67,181.95,227.19,22.16,35.63,18.2,72.72,6,No,0,Yes,41,90.7,Yes
CUST07791,36,Female,49,Tier-2,No,No,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card,113,89,27,222.37,290.16,168.14,34.38,30.57,19.44,47.6,6,No,0,No,0,46.17,Yes
CUST07792,48,Female,32,Tier-1,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,8,61,120,188.94,277.9,162.55,28.08,29.75,14.91,51.07,5,Yes,1,No,0,70.23,No
CUST07793,48,Female,5,Tier-2,No phone service,DSL,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,182,60,183,119.45,142.57,245.8,38.55,33.32,13.9,56.02,6,No,0,Yes,49,67.58,Yes
CUST07794,62,Female,46,Tier-1,No,No,Yes,No internet service,Yes,No,Yes,No internet service,Month-to-month,No,Credit card,193,69,151,141.73,108.95,253.18,28.57,21.63,14.75,77.1,9,Yes,10,No,0,75.52,Yes
CUST07795,70,Male,38,Tier-2,No phone service,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,79,169,25,106.45,210.49,149.85,42.33,39.28,6.53,75.65,4,No,0,Yes,42,91.2,No
CUST07796,76,Male,34,Tier-1,Yes,No,Yes,Yes,No internet service,Yes,No,No internet service,One year,No,Credit card,5,135,11,152.61,133.89,145.11,21.34,19.24,18.89,87.08,3,No,0,No,0,92.37,No
CUST07797,57,Male,65,Tier-1,No,No,Yes,Yes,No internet service,Yes,No,Yes,Two year,No,Electronic check,63,16,135,180.17,179.76,205.8,32.57,22.58,8.0,80.92,1,Yes,1,Yes,1,25.5,No
CUST07798,53,Male,1,Tier-2,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Two year,No,Electronic check,129,123,109,93.03,215.51,188.52,49.18,38.92,15.85,72.7,8,No,0,No,0,16.6,No
CUST07799,31,Male,38,Tier-3,No,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer,154,59,57,203.49,110.6,136.75,34.04,30.9,15.6,49.94,9,No,0,No,0,41.13,Yes
CUST07800,72,Male,63,Tier-3,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,144,171,29,71.2,222.29,233.87,33.22,28.88,11.47,62.79,8,No,0,No,0,12.14,No
CUST07801,55,Male,66,Tier-2,Yes,DSL,No internet service,Yes,Yes,No,No,No,One year,No,Mailed check,32,125,19,165.65,290.71,190.03,37.47,14.91,22.21,84.94,5,No,0,Yes,18,74.41,Yes
CUST07802,23,Female,5,Tier-1,Yes,DSL,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer,110,186,50,175.51,151.26,236.73,8.07,35.97,15.26,64.61,4,No,0,Yes,19,72.89,Yes
CUST07803,28,Female,17,Tier-3,Yes,No,No internet service,No,No internet service,Yes,No,No,One year,No,Mailed check,164,190,149,157.86,187.54,155.16,14.83,31.1,13.81,53.31,3,Yes,4,No,0,34.13,No
CUST07804,26,Female,27,Tier-3,Yes,No,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,34,103,52,116.97,265.77,215.62,29.19,31.18,18.68,86.52,4,Yes,9,No,0,79.3,Yes
CUST07805,72,Male,18,Tier-1,No,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,86,38,35,125.54,248.5,194.55,22.56,16.41,8.02,76.9,3,No,0,No,0,73.76,Yes
CUST07806,38,Male,51,Tier-1,No,No,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,39,33,140,172.51,168.98,219.81,40.4,11.61,9.63,48.45,0,No,0,No,0,71.86,No
CUST07807,40,Female,56,Tier-1,Yes,DSL,No,No,No,No,No internet service,No,Month-to-month,Yes,Credit card,88,110,117,94.5,213.39,231.28,19.26,27.47,8.79,67.15,2,No,0,No,0,6.32,No
CUST07808,72,Male,24,Tier-2,Yes,No,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,117,56,107,116.61,242.96,239.21,19.66,35.86,18.0,72.81,9,No,0,No,0,32.31,Yes
CUST07809,43,Male,53,Tier-2,No,DSL,No,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,7,49,195,191.67,174.11,172.94,26.36,28.23,15.6,51.45,7,No,0,No,0,53.59,No
CUST07810,59,Female,26,Tier-1,No,DSL,No internet service,No,No internet service,No,Yes,No,One year,No,Bank transfer,163,197,127,145.81,113.1,161.05,42.02,34.57,15.59,48.4,0,No,0,No,0,75.86,No
CUST07811,47,Female,49,Tier-3,No,No,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card,40,115,1,68.13,247.49,241.4,10.88,24.71,12.33,79.0,7,No,0,No,0,30.76,Yes
CUST07812,77,Male,39,Tier-2,Yes,DSL,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Credit card,52,56,115,206.39,184.9,210.92,52.16,26.34,9.35,36.15,0,Yes,16,Yes,30,67.02,No
CUST07813,77,Male,20,Tier-1,No,DSL,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card,138,127,135,180.84,197.12,211.7,37.34,38.18,14.84,68.98,1,Yes,9,No,0,49.03,Yes
CUST07814,72,Female,53,Tier-3,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer,46,107,167,159.43,258.0,226.89,26.62,11.32,19.96,62.41,3,No,0,No,0,43.69,Yes
CUST07815,66,Female,8,Tier-3,Yes,DSL,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Credit card,76,76,50,145.88,176.15,194.69,29.3,11.89,15.17,69.07,4,Yes,5,No,0,68.74,Yes
CUST07816,21,Male,60,Tier-3,Yes,Fiber optic,Yes,No,No internet service,No,Yes,Yes,Two year,No,Credit card,103,181,78,159.87,206.64,251.45,40.89,17.52,9.13,64.12,0,No,0,No,0,66.29,No
CUST07817,75,Male,28,Tier-1,Yes,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,121,131,189,128.35,207.41,195.25,41.47,36.43,6.88,68.47,7,No,0,No,0,86.7,Yes
CUST07818,58,Male,35,Tier-3,Yes,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer,156,1,119,110.57,157.08,180.34,32.28,37.76,9.02,67.11,6,No,0,No,0,76.31,No
CUST07819,29,Female,66,Tier-1,Yes,No,No internet service,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,189,54,129,179.62,247.87,179.03,32.58,33.78,14.79,60.98,3,Yes,5,Yes,48,33.8,Yes
CUST07820,53,Female,4,Tier-1,Yes,DSL,No internet service,Yes,No,Yes,No,No,One year,Yes,Mailed check,76,3,145,95.74,236.89,194.65,36.17,30.09,19.16,76.57,5,No,0,No,0,38.59,Yes
CUST07821,65,Female,64,Tier-2,No,No,No internet service,No internet service,No,Yes,Yes,No internet service,One year,Yes,Bank transfer,156,88,185,188.57,258.82,219.47,30.86,14.07,11.89,46.68,2,No,0,No,0,58.54,No
CUST07822,50,Female,69,Tier-2,Yes,No,Yes,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,Credit card,93,56,4,123.57,236.83,195.07,25.3,34.52,14.57,46.51,7,No,0,No,0,58.46,Yes
CUST07823,24,Female,44,Tier-2,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card,34,184,89,242.27,292.61,198.49,44.37,39.5,15.81,84.66,4,No,0,No,0,44.6,Yes
CUST07824,75,Male,16,Tier-2,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,170,51,125,147.17,144.5,297.79,13.87,40.44,19.59,57.05,5,No,0,No,0,31.21,Yes
CUST07825,71,Male,23,Tier-3,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,153,141,194,154.62,236.17,183.54,31.0,17.5,18.97,48.71,2,Yes,0,No,0,44.45,No
CUST07826,66,Female,52,Tier-2,No,DSL,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,121,107,154,172.86,273.43,233.6,31.58,24.46,8.29,70.64,6,No,0,Yes,7,21.8,Yes
CUST07827,73,Female,63,Tier-1,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,25,171,71,35.21,185.05,263.17,46.76,33.94,13.01,71.27,5,No,0,Yes,11,78.16,Yes
CUST07828,26,Male,51,Tier-1,Yes,No,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,128,163,98,65.53,153.15,172.86,17.94,37.06,9.09,70.79,1,No,0,Yes,42,98.15,No
CUST07829,30,Male,24,Tier-1,No,No,No internet service,No internet service,No,No internet service,No internet service,No,Two year,No,Bank transfer,134,47,162,85.34,168.77,186.09,30.42,25.85,21.35,65.17,7,No,0,No,0,-6.65,Yes
CUST07830,32,Female,22,Tier-1,No,DSL,Yes,No,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,29,0,125,203.7,181.06,225.66,27.51,25.16,7.43,69.33,8,No,0,No,0,39.27,Yes
CUST07831,24,Male,51,Tier-2,No phone service,Fiber optic,Yes,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,36,46,194,182.0,272.97,290.71,38.62,21.74,7.01,76.96,3,Yes,6,Yes,22,62.69,Yes
CUST07832,74,Male,9,Tier-1,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,131,33,190,219.56,244.36,160.56,44.85,25.57,10.24,51.06,3,Yes,7,No,0,57.09,No
CUST07833,42,Female,47,Tier-2,No,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,26,197,151,140.12,242.56,235.77,29.52,17.57,11.55,63.83,2,No,0,Yes,43,78.04,No
CUST07834,42,Female,45,Tier-1,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,73,89,68,155.11,142.32,195.1,37.52,42.64,17.86,49.83,4,No,0,No,0,94.67,No
CUST07835,23,Male,41,Tier-1,Yes,DSL,No,No,No internet service,No internet service,No internet service,Yes,One year,No,Bank transfer,73,111,4,158.08,177.25,224.44,30.93,40.84,8.04,49.7,4,No,0,No,0,36.72,No
CUST07836,29,Female,64,Tier-2,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,9,121,58,234.49,144.72,219.8,26.39,28.29,17.52,82.46,0,No,0,Yes,32,47.99,Yes
CUST07837,79,Male,36,Tier-2,No,No,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,17,90,120,218.05,219.83,184.91,8.33,49.53,10.17,41.15,4,Yes,1,No,0,33.08,Yes
CUST07838,27,Female,70,Tier-1,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,115,181,5,265.5,285.46,240.67,31.64,36.19,18.56,60.37,5,No,0,Yes,30,33.37,No
CUST07839,24,Male,53,Tier-1,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Mailed check,175,20,160,128.65,194.21,160.81,44.33,22.63,10.14,57.21,9,No,0,Yes,49,42.58,No
CUST07840,68,Female,8,Tier-1,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,68,119,3,169.92,252.16,197.17,30.39,35.23,9.02,59.96,4,No,0,No,0,37.4,Yes
CUST07841,25,Male,36,Tier-1,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,One year,No,Mailed check,77,135,75,113.04,258.51,137.35,35.97,22.35,29.66,73.99,4,No,0,Yes,45,41.93,No
CUST07842,28,Male,19,Tier-3,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,No,Bank transfer,163,180,193,123.95,235.12,138.19,42.54,39.81,19.94,73.63,8,Yes,13,No,0,60.83,Yes
CUST07843,54,Female,2,Tier-1,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,160,0,183,134.56,145.38,210.24,14.77,34.2,12.79,49.4,8,Yes,0,No,0,71.66,Yes
CUST07844,74,Female,29,Tier-1,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,Month-to-month,No,Mailed check,108,188,39,75.03,267.6,79.48,25.18,33.31,18.59,83.06,9,No,0,No,0,63.24,Yes
CUST07845,34,Male,27,Tier-3,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,175,166,80,157.83,134.9,143.21,20.23,27.32,15.01,75.91,6,Yes,11,No,0,77.58,No
CUST07846,51,Male,14,Tier-3,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,7,171,144,145.11,200.52,171.21,28.31,28.9,14.18,74.56,4,No,0,No,0,47.23,Yes
CUST07847,20,Female,15,Tier-2,No,No,No internet service,No internet service,No,No,No internet service,No internet service,One year,Yes,Mailed check,191,79,64,227.69,205.35,212.65,33.21,20.29,16.54,67.79,3,Yes,13,Yes,10,59.08,Yes
CUST07848,73,Female,26,Tier-1,Yes,DSL,No internet service,No internet service,No,Yes,No,No internet service,Two year,Yes,Bank transfer,8,8,19,157.62,265.31,205.28,23.43,36.34,25.66,54.06,5,No,0,No,0,45.05,No
CUST07849,77,Male,45,Tier-2,No,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Electronic check,57,6,34,154.79,132.02,161.76,45.75,45.67,11.01,43.13,8,No,0,Yes,43,42.78,No
CUST07850,51,Male,50,Tier-2,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No,One year,No,Mailed check,185,88,173,143.33,142.47,181.55,24.1,38.02,19.26,78.43,1,Yes,15,Yes,20,44.3,No
CUST07851,44,Male,39,Tier-2,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card,81,58,140,222.09,164.96,172.31,12.52,19.17,19.59,63.17,1,No,0,Yes,47,7.83,No
CUST07852,79,Female,62,Tier-1,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,20,108,94,156.76,224.81,251.64,33.98,29.92,14.07,88.65,8,No,0,No,0,47.02,Yes
CUST07853,23,Male,38,Tier-3,No,No,Yes,No internet service,No internet service,No internet service,Yes,No,One year,No,Bank transfer,173,129,89,273.44,278.93,197.13,45.74,29.3,16.27,78.32,0,Yes,13,Yes,35,67.37,No
CUST07854,20,Male,31,Tier-1,Yes,No,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Bank transfer,48,20,4,75.72,106.85,217.62,24.04,20.25,7.78,40.27,7,No,0,Yes,40,56.25,No
CUST07855,78,Female,20,Tier-1,No,DSL,No internet service,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,26,102,37,143.83,194.1,250.28,37.23,30.37,23.17,55.11,9,No,0,No,0,55.42,Yes
